FileBatchCategory,Batch,Day,Hours,Subject
TimeTable,1A21,Monday,8:00 AM,CBCL(G114)
TimeTable,1A22,Monday,8:00 AM,CBO(G141)
TimeTable,1A23,Monday,8:00 AM,CBTL(G253-A)
TimeTable,1A24,Monday,8:00 AM,PL-1
TimeTable,1A25,Monday,8:00 AM,PL-2
TimeTable,1A26,Monday,8:00 AM,PL-3
TimeTable,1A27,Monday,8:00 AM,E304
TimeTable,1A28,Monday,8:00 AM,E303
TimeTable,1A11,Monday,8:50 AM,UCB009L
TimeTable,1A21,Monday,8:50 AM,LAB
TimeTable,1A22,Monday,8:50 AM,LAB
TimeTable,1A23,Monday,8:50 AM,LAB
TimeTable,1A24,Monday,8:50 AM,LAB
TimeTable,1A25,Monday,8:50 AM,LAB
TimeTable,1A26,Monday,8:50 AM,LAB
TimeTable,1A27,Monday,8:50 AM,UMA022T
TimeTable,1A28,Monday,8:50 AM,UES013T
TimeTable,1A51,Monday,8:50 AM,UMA022L
TimeTable,1X11,Monday,8:50 AM,UES013L
TimeTable,1A11,Monday,8:50 AM,LP101
TimeTable,1A21,Monday,8:50 AM,TA22/TA28
TimeTable,1A22,Monday,8:50 AM,TA23/TA25
TimeTable,1A23,Monday,8:50 AM,TA8/TA16
TimeTable,1A24,Monday,8:50 AM,ANB-RA
TimeTable,1A25,Monday,8:50 AM,PTK-RA
TimeTable,1A26,Monday,8:50 AM,RCH-RA
TimeTable,1A27,Monday,8:50 AM,E304
TimeTable,1A28,Monday,8:50 AM,E303
TimeTable,1A51,Monday,8:50 AM,LP102
TimeTable,1X11,Monday,8:50 AM,LP103
TimeTable,1A11,Monday,9:40 AM,UEN008L
TimeTable,1A21,Monday,9:40 AM,UES103P
TimeTable,1A22,Monday,9:40 AM,UES103P
TimeTable,1A23,Monday,9:40 AM,UES103P
TimeTable,1A24,Monday,9:40 AM,UCB009P
TimeTable,1A25,Monday,9:40 AM,UCB009P
TimeTable,1A26,Monday,9:40 AM,UCB009P
TimeTable,1A27,Monday,9:40 AM,UES013P
TimeTable,1A28,Monday,9:40 AM,UES013P
TimeTable,1A31,Monday,9:40 AM,UES013P
TimeTable,1A32,Monday,9:40 AM,UES013P
TimeTable,1A33,Monday,9:40 AM,UES013T
TimeTable,1A34,Monday,9:40 AM,UMA022T
TimeTable,1A51,Monday,9:40 AM,UES013L
TimeTable,1A92,Monday,9:40 AM,UES013T
TimeTable,1X11,Monday,9:40 AM,UMA022L
TimeTable,1A11,Monday,9:40 AM,LP101
TimeTable,1A21,Monday,9:40 AM,PL-1
TimeTable,1A22,Monday,9:40 AM,PL-2
TimeTable,1A23,Monday,9:40 AM,PL-3
TimeTable,1A24,Monday,9:40 AM,CBCL(G114)
TimeTable,1A25,Monday,9:40 AM,CBO(G141)
TimeTable,1A26,Monday,9:40 AM,CBTL(G253-A)
TimeTable,1A27,Monday,9:40 AM,E1/C334
TimeTable,1A28,Monday,9:40 AM,E2/C201
TimeTable,1A31,Monday,9:40 AM,C334/EI
TimeTable,1A32,Monday,9:40 AM,C201/E2
TimeTable,1A33,Monday,9:40 AM,E303
TimeTable,FIRST YEAR -A,Monday,9:40 AM,RF12
TimeTable,1A34,Monday,9:40 AM,E304
TimeTable,1A51,Monday,9:40 AM,LP102
TimeTable,1A92,Monday,9:40 AM,E305
TimeTable,1X11,Monday,9:40 AM,LP103
TimeTable,1A11,Monday,10:30 AM,UES013L
TimeTable,1A21,Monday,10:30 AM,LAB
TimeTable,1A22,Monday,10:30 AM,LAB
TimeTable,1A23,Monday,10:30 AM,LAB
TimeTable,1A24,Monday,10:30 AM,LAB
TimeTable,1A25,Monday,10:30 AM,LAB
TimeTable,1A26,Monday,10:30 AM,LAB
TimeTable,1A27,Monday,10:30 AM,LAB
TimeTable,1A28,Monday,10:30 AM,LAB
TimeTable,1A31,Monday,10:30 AM,LAB
TimeTable,1A32,Monday,10:30 AM,LAB
TimeTable,1A33,Monday,10:30 AM,UMA022T
TimeTable,1A34,Monday,10:30 AM,UES013T
TimeTable,1A41,Monday,10:30 AM,UMA022L
TimeTable,1A81,Monday,10:30 AM,UCB009L
TimeTable,1A92,Monday,10:30 AM,UMA022T
TimeTable,1A11,Monday,10:30 AM,LP101
TimeTable,1A21,Monday,10:30 AM,GS
TimeTable,1A22,Monday,10:30 AM,PCH
TimeTable,1A23,Monday,10:30 AM,ISH-RA
TimeTable,1A24,Monday,10:30 AM,TA2/TA27
TimeTable,1A25,Monday,10:30 AM,DPM/RF4
TimeTable,1A26,Monday,10:30 AM,TA13/TA24
TimeTable,1A27,Monday,10:30 AM,PAW/AJK
TimeTable,1A28,Monday,10:30 AM,GK/SV
TimeTable,1A31,Monday,10:30 AM,AJK/PAW
TimeTable,1A32,Monday,10:30 AM,SV/GK
TimeTable,1A33,Monday,10:30 AM,E303
TimeTable,FIRST YEAR -A,Monday,10:30 AM,SMC
TimeTable,1A34,Monday,10:30 AM,E304
TimeTable,1A41,Monday,10:30 AM,LP102
TimeTable,1A81,Monday,10:30 AM,LP103
TimeTable,1A92,Monday,10:30 AM,E305
TimeTable,1A11,Monday,11:20 AM,UCB009P
TimeTable,1A12,Monday,11:20 AM,UCB009P
TimeTable,1A13,Monday,11:20 AM,UCB009P
TimeTable,1A31,Monday,11:20 AM,UEN008L
TimeTable,1A41,Monday,11:20 AM,UEN008L
TimeTable,1A71,Monday,11:20 AM,UES013P
TimeTable,1A72,Monday,11:20 AM,UES013P
TimeTable,1A81,Monday,11:20 AM,UMA022L
TimeTable,1X11,Monday,11:20 AM,UES103P
TimeTable,1X12,Monday,11:20 AM,UES103P
TimeTable,1X13,Monday,11:20 AM,UES103P
TimeTable,1X21,Monday,11:20 AM,UES013P
TimeTable,1X22,Monday,11:20 AM,UES013P
TimeTable,1X23,Monday,11:20 AM,UES013T
TimeTable,1X24,Monday,11:20 AM,UMA022T
TimeTable,1A11,Monday,11:20 AM,CBCL(G114)
TimeTable,1A12,Monday,11:20 AM,CBOL(G141)
TimeTable,1A13,Monday,11:20 AM,CBTL(G253-A)
TimeTable,1A31,Monday,11:20 AM,LT103
TimeTable,1A41,Monday,11:20 AM,LP102
TimeTable,1A71,Monday,11:20 AM,C334/E-1
TimeTable,1A72,Monday,11:20 AM,C201/E-2
TimeTable,1A81,Monday,11:20 AM,LP103
TimeTable,1X11,Monday,11:20 AM,PL-1
TimeTable,1X12,Monday,11:20 AM,PL-2
TimeTable,1X13,Monday,11:20 AM,PL-3
TimeTable,1X21,Monday,11:20 AM,C334/E-1
TimeTable,1X22,Monday,11:20 AM,C201/E-2
TimeTable,1X23,Monday,11:20 AM,E304
TimeTable,1X24,Monday,11:20 AM,E305
TimeTable,1A11,Monday,12:10 PM,LAB
TimeTable,1A12,Monday,12:10 PM,LAB
TimeTable,1A13,Monday,12:10 PM,LAB
TimeTable,1A31,Monday,12:10 PM,UES013L
TimeTable,1A41,Monday,12:10 PM,UES013L
TimeTable,1A71,Monday,12:10 PM,LAB
TimeTable,1A72,Monday,12:10 PM,LAB
TimeTable,1A81,Monday,12:10 PM,UES103L
TimeTable,1X11,Monday,12:10 PM,LAB
TimeTable,1X12,Monday,12:10 PM,LAB
TimeTable,1X13,Monday,12:10 PM,LAB
TimeTable,1X21,Monday,12:10 PM,LAB
TimeTable,1X22,Monday,12:10 PM,LAB
TimeTable,1X23,Monday,12:10 PM,UMA022T
TimeTable,1X24,Monday,12:10 PM,UES013T
TimeTable,1A11,Monday,12:10 PM,MRP/RF7
TimeTable,1A12,Monday,12:10 PM,SNS/RF1
TimeTable,1A13,Monday,12:10 PM,SBA/TA29
TimeTable,1A31,Monday,12:10 PM,LT103
TimeTable,1A41,Monday,12:10 PM,LP102
TimeTable,1A71,Monday,12:10 PM,RJS/SVG
TimeTable,1A72,Monday,12:10 PM,SJ/AMT
TimeTable,1A81,Monday,12:10 PM,LP103
TimeTable,1X11,Monday,12:10 PM,PTK-RA
TimeTable,1X12,Monday,12:10 PM,SCS
TimeTable,1X13,Monday,12:10 PM,ISH-RA
TimeTable,1X21,Monday,12:10 PM,SKG/RJS
TimeTable,1X22,Monday,12:10 PM,AMT/ST
TimeTable,1X23,Monday,12:10 PM,E304
TimeTable,1X24,Monday,12:10 PM,E305
TimeTable,1A61,Monday,1:00 PM,UEN008L
TimeTable,1A91,Monday,1:00 PM,UMA022L
TimeTable,1A61,Monday,1:00 PM,LP102
TimeTable,1A91,Monday,1:00 PM,LP103
TimeTable,1A14,Monday,1:50 PM,UCB009P
TimeTable,1A15,Monday,1:50 PM,UCB009P
TimeTable,1A16,Monday,1:50 PM,UCB009P
TimeTable,1A17,Monday,1:50 PM,UES103P
TimeTable,1A18,Monday,1:50 PM,UES103P
TimeTable,1A21,Monday,1:50 PM,UMA022L
TimeTable,1A51,Monday,1:50 PM,UES013T
TimeTable,1A52,Monday,1:50 PM,UMA022T
TimeTable,1A53,Monday,1:50 PM,UES013P
TimeTable,1A61,Monday,1:50 PM,UMA022L
TimeTable,1A75,Monday,1:50 PM,UES013P
TimeTable,1A81,Monday,1:50 PM,UES013P
TimeTable,1A82,Monday,1:50 PM,UES013P
TimeTable,1A91,Monday,1:50 PM,UES103L
TimeTable,1A14,Monday,1:50 PM,CBCL(G114)
TimeTable,1A15,Monday,1:50 PM,CBOL(G141)
TimeTable,1A16,Monday,1:50 PM,CBTL(G253-A)
TimeTable,1A17,Monday,1:50 PM,PL-1
TimeTable,1A18,Monday,1:50 PM,PL-2
TimeTable,1A21,Monday,1:50 PM,LP101
TimeTable,1A51,Monday,1:50 PM,E303
TimeTable,1A52,Monday,1:50 PM,E304
TimeTable,FIRST YEAR -A,Monday,1:50 PM,YSK
TimeTable,1A53,Monday,1:50 PM,C334/E1
TimeTable,1A61,Monday,1:50 PM,LP102
TimeTable,1A75,Monday,1:50 PM,C201/E-2
TimeTable,1A81,Monday,1:50 PM,E-1/C201
TimeTable,1A82,Monday,1:50 PM,E-2/C201
TimeTable,1A91,Monday,1:50 PM,LP103
TimeTable,1A11,Monday,2:40 PM,UES013T
TimeTable,1A14,Monday,2:40 PM,LAB
TimeTable,1A15,Monday,2:40 PM,LAB
TimeTable,1A16,Monday,2:40 PM,LAB
TimeTable,1A17,Monday,2:40 PM,LAB
TimeTable,1A18,Monday,2:40 PM,LAB
TimeTable,1A21,Monday,2:40 PM,UES013L
TimeTable,1A51,Monday,2:40 PM,UMA022T
TimeTable,1A52,Monday,2:40 PM,UES013T
TimeTable,1A53,Monday,2:40 PM,LAB
TimeTable,1A61,Monday,2:40 PM,UCB009L
TimeTable,1A75,Monday,2:40 PM,LAB
TimeTable,1A81,Monday,2:40 PM,LAB
TimeTable,1A82,Monday,2:40 PM,LAB
TimeTable,1A91,Monday,2:40 PM,UCB009L
TimeTable,1A11,Monday,2:40 PM,E305
TimeTable,1A14,Monday,2:40 PM,TA12/TA18
TimeTable,1A15,Monday,2:40 PM,BG/RF14
TimeTable,1A16,Monday,2:40 PM,TA19/TA28
TimeTable,1A17,Monday,2:40 PM,ANB-RA
TimeTable,1A18,Monday,2:40 PM,RCH-RA
TimeTable,1A21,Monday,2:40 PM,LP101
TimeTable,1A51,Monday,2:40 PM,E303
TimeTable,1A52,Monday,2:40 PM,E304
TimeTable,FIRST YEAR -A,Monday,2:40 PM,PF3
TimeTable,1A53,Monday,2:40 PM,RF3/SJ
TimeTable,1A61,Monday,2:40 PM,LP102
TimeTable,1A75,Monday,2:40 PM,RF12/
TimeTable,1A81,Monday,2:40 PM,SJ/RF-3
TimeTable,1A82,Monday,2:40 PM,SG/RF-12
TimeTable,1A91,Monday,2:40 PM,LP103
TimeTable,1A11,Monday,3:30 PM,UMA022T
TimeTable,1A12,Monday,3:30 PM,UES013T
TimeTable,1A14,Monday,3:30 PM,UES103P
TimeTable,1A15,Monday,3:30 PM,UES103P
TimeTable,1A16,Monday,3:30 PM,UES103P
TimeTable,1A17,Monday,3:30 PM,UCB009P
TimeTable,1A18,Monday,3:30 PM,UCB009P
TimeTable,1A71,Monday,3:30 PM,UCB009L
TimeTable,1A83,Monday,3:30 PM,UES013P
TimeTable,1A84,Monday,3:30 PM,UES013P
TimeTable,1A91,Monday,3:30 PM,UES013L
TimeTable,1X11,Monday,3:30 PM,UMA022T
TimeTable,1X12,Monday,3:30 PM,UCB009P
TimeTable,1X13,Monday,3:30 PM,UES013P
TimeTable,1X14,Monday,3:30 PM,UES013P
TimeTable,1X21,Monday,3:30 PM,UCB009L
TimeTable,1A11,Monday,3:30 PM,E305
TimeTable,1A12,Monday,3:30 PM,E304
TimeTable,1A14,Monday,3:30 PM,PL-3
TimeTable,1A15,Monday,3:30 PM,PL-1
TimeTable,1A16,Monday,3:30 PM,PL-2
TimeTable,1A17,Monday,3:30 PM,CBCL(G114)
TimeTable,1A18,Monday,3:30 PM,CBOL(G141)
TimeTable,1A71,Monday,3:30 PM,LP102
TimeTable,1A83,Monday,3:30 PM,E-1/C334
TimeTable,1A84,Monday,3:30 PM,E-2/C201
TimeTable,1A91,Monday,3:30 PM,LP107
TimeTable,1X11,Monday,3:30 PM,E303
TimeTable,1X12,Monday,3:30 PM,CBTL(G253-A)
TimeTable,1X13,Monday,3:30 PM,C334/E-1
TimeTable,1X14,Monday,3:30 PM,C201/E-2
TimeTable,1X21,Monday,3:30 PM,LP103
TimeTable,1A12,Monday,4:20 PM,UMA022T
TimeTable,1A14,Monday,4:20 PM,LAB
TimeTable,1A15,Monday,4:20 PM,LAB
TimeTable,1A16,Monday,4:20 PM,LAB
TimeTable,1A17,Monday,4:20 PM,LAB
TimeTable,1A18,Monday,4:20 PM,LAB
TimeTable,1A71,Monday,4:20 PM,UES103L
TimeTable,1A83,Monday,4:20 PM,LAB
TimeTable,1A84,Monday,4:20 PM,LAB
TimeTable,1X11,Monday,4:20 PM,UES013T
TimeTable,1X12,Monday,4:20 PM,LAB
TimeTable,1X13,Monday,4:20 PM,LAB
TimeTable,1X14,Monday,4:20 PM,LAB
TimeTable,1X21,Monday,4:20 PM,UES103L
TimeTable,1A12,Monday,4:20 PM,E304
TimeTable,1A14,Monday,4:20 PM,GAS/RF
TimeTable,1A15,Monday,4:20 PM,HMK
TimeTable,1A16,Monday,4:20 PM,SCS
TimeTable,1A17,Monday,4:20 PM,VLX/RF3
TimeTable,1A18,Monday,4:20 PM,AAL/RF10
TimeTable,1A71,Monday,4:20 PM,LP102
TimeTable,1A83,Monday,4:20 PM,SAH/BG
TimeTable,1A84,Monday,4:20 PM,TA8/ST
TimeTable,1X11,Monday,4:20 PM,E303
TimeTable,1X12,Monday,4:20 PM,RKD/RF2
TimeTable,1X13,Monday,4:20 PM,BG/SAH
TimeTable,1X14,Monday,4:20 PM,ST/TA8
TimeTable,1X21,Monday,4:20 PM,LP103
TimeTable,1A21,Monday,8:00 AM,UMA022T
TimeTable,1A22,Monday,8:00 AM,UES013T
TimeTable,1A27,Monday,8:00 AM,UES103P
TimeTable,1A28,Monday,8:00 AM,UES103P
TimeTable,1A31,Monday,8:00 AM,UES103L
TimeTable,1A61,Monday,8:00 AM,UES013P
TimeTable,1A62,Monday,8:00 AM,UES013P
TimeTable,1A71,Monday,8:00 AM,UES103L
TimeTable,1A81,Monday,8:00 AM,UES013L
TimeTable,1A94,Monday,8:00 AM,UMA022T
TimeTable,1X21,Monday,8:00 AM,UES103P
TimeTable,1X23,Monday,8:00 AM,UES013P
TimeTable,1X24,Monday,8:00 AM,UES013 P
TimeTable,1A21,Tuesday,8:00 AM,E304
TimeTable,1A22,Tuesday,8:00 AM,E303
TimeTable,1A27,Tuesday,8:00 AM,PL-1
TimeTable,1A28,Tuesday,8:00 AM,PL-2
TimeTable,1A31,Tuesday,8:00 AM,LP101
TimeTable,1A61,Tuesday,8:00 AM,C334/EI
TimeTable,1A62,Tuesday,8:00 AM,C201/E-2
TimeTable,1A71,Tuesday,8:00 AM,LP102
TimeTable,1A81,Tuesday,8:00 AM,LP103
TimeTable,1A94,Tuesday,8:00 AM,E305
TimeTable,1X21,Tuesday,8:00 AM,PL-3
TimeTable,1X23,Tuesday,8:00 AM,E1 /C334
TimeTable,1X24,Tuesday,8:00 AM,E-2/C201
TimeTable,1A21,Tuesday,8:50 AM,UES013T
TimeTable,1A22,Tuesday,8:50 AM,UMA022T
TimeTable,1A27,Tuesday,8:50 AM,LAB
TimeTable,1A28,Tuesday,8:50 AM,LAB
TimeTable,1A31,Tuesday,8:50 AM,UCB009L
TimeTable,1A61,Tuesday,8:50 AM,LAB
TimeTable,1A62,Tuesday,8:50 AM,LAB
TimeTable,1A71,Tuesday,8:50 AM,UES013L
TimeTable,1A81,Tuesday,8:50 AM,UMA022 L
TimeTable,1A94,Tuesday,8:50 AM,UES013T
TimeTable,1X21,Tuesday,8:50 AM,LAB
TimeTable,1X23,Tuesday,8:50 AM,LAB
TimeTable,1X24,Tuesday,8:50 AM,LAB
TimeTable,1A21,Tuesday,8:50 AM,E304
TimeTable,1A22,Tuesday,8:50 AM,E303
TimeTable,1A27,Tuesday,8:50 AM,ANB-RA
TimeTable,1A28,Tuesday,8:50 AM,PTK-RA
TimeTable,1A31,Tuesday,8:50 AM,LP101
TimeTable,1A61,Tuesday,8:50 AM,RF10/TA16
TimeTable,1A62,Tuesday,8:50 AM,RF13/TA15
TimeTable,1A71,Tuesday,8:50 AM,LP102
TimeTable,1A81,Tuesday,8:50 AM,LP103
TimeTable,1A94,Tuesday,8:50 AM,E305
TimeTable,1X21,Tuesday,8:50 AM,RCH-RA
TimeTable,1X23,Tuesday,8:50 AM,TA16/RF-19
TimeTable,1X24,Tuesday,8:50 AM,TA19/RF-13
TimeTable,1A21,Tuesday,9:40 AM,UCN008L
TimeTable,1A31,Tuesday,9:40 AM,UCB009P
TimeTable,1A32,Tuesday,9:40 AM,UCB009P
TimeTable,1A33,Tuesday,9:40 AM,UCB009P
TimeTable,1A34,Tuesday,9:40 AM,UES103P
TimeTable,1A35,Tuesday,9:40 AM,UES103P
TimeTable,1A36,Tuesday,9:40 AM,UES103P
TimeTable,1A53,Tuesday,9:40 AM,UES013T
TimeTable,1A54,Tuesday,9:40 AM,UMA022T
TimeTable,1A61,Tuesday,9:40 AM,UES013L
TimeTable,1A73,Tuesday,9:40 AM,UES013P
TimeTable,1A74,Tuesday,9:40 AM,UES013P
TimeTable,1A81,Tuesday,9:40 AM,UCB009L
TimeTable,1A91,Tuesday,9:40 AM,UES013T
TimeTable,1A94,Tuesday,9:40 AM,UES013P
TimeTable,1A95,Tuesday,9:40 AM,UES013P
TimeTable,1X21,Tuesday,9:40 AM,UCB009L
TimeTable,1A21,Tuesday,9:40 AM,LP101
TimeTable,1A31,Tuesday,9:40 AM,CBOL(G114)
TimeTable,1A32,Tuesday,9:40 AM,CBOL(G141)
TimeTable,1A33,Tuesday,9:40 AM,CBTL(G253-A)
TimeTable,1A34,Tuesday,9:40 AM,PL-1
TimeTable,1A35,Tuesday,9:40 AM,PL-2
TimeTable,1A36,Tuesday,9:40 AM,PL-3
TimeTable,1A53,Tuesday,9:40 AM,E303
TimeTable,1A54,Tuesday,9:40 AM,E304
TimeTable,1A61,Tuesday,9:40 AM,LP102
TimeTable,1A73,Tuesday,9:40 AM,C334/E-1
TimeTable,1A74,Tuesday,9:40 AM,C201/E-2
TimeTable,1A81,Tuesday,9:40 AM,LP103
TimeTable,1A91,Tuesday,9:40 AM,E305
TimeTable,1A94,Tuesday,9:40 AM,E-1/C334
TimeTable,1A95,Tuesday,9:40 AM,E2/C201
TimeTable,1X21,Tuesday,9:40 AM,LP104
TimeTable,1A21,Tuesday,10:30 AM,UES103 L
TimeTable,1A31,Tuesday,10:30 AM,LAB
TimeTable,1A32,Tuesday,10:30 AM,LAB
TimeTable,1A33,Tuesday,10:30 AM,LAB
TimeTable,1A34,Tuesday,10:30 AM,LAB
TimeTable,1A35,Tuesday,10:30 AM,LAB
TimeTable,1A36,Tuesday,10:30 AM,LAB
TimeTable,1A53,Tuesday,10:30 AM,UMA022T
TimeTable,1A54,Tuesday,10:30 AM,UES013T
TimeTable,1A61,Tuesday,10:30 AM,UES103L
TimeTable,1A73,Tuesday,10:30 AM,LAB
TimeTable,1A74,Tuesday,10:30 AM,LAB
TimeTable,1A81,Tuesday,10:30 AM,UES103L
TimeTable,1A91,Tuesday,10:30 AM,UMA022T
TimeTable,1A94,Tuesday,10:30 AM,LAB
TimeTable,1A95,Tuesday,10:30 AM,LAB
TimeTable,1X21,Tuesday,10:30 AM,UES013L
TimeTable,1A21,Saturday,10:30 AM,LP101
TimeTable,1A31,Saturday,10:30 AM,TA4/RF9
TimeTable,1A32,Saturday,10:30 AM,TA21/TA22
TimeTable,1A33,Saturday,10:30 AM,TA17/TA18
TimeTable,1A34,Saturday,10:30 AM,JAS-CRA
TimeTable,1A35,Saturday,10:30 AM,PCH
TimeTable,1A36,Saturday,10:30 AM,ISH-RA
TimeTable,1A53,Saturday,10:30 AM,E303
TimeTable,1A54,Saturday,10:30 AM,E304
TimeTable,1A61,Saturday,10:30 AM,LP102
TimeTable,1A73,Saturday,10:30 AM,RF9/SAH
TimeTable,1A74,Saturday,10:30 AM,SV/TA13
TimeTable,1A81,Saturday,10:30 AM,LP103
TimeTable,1A91,Saturday,10:30 AM,E305
TimeTable,1A94,Saturday,10:30 AM,SH/F-9
TimeTable,1A95,Saturday,10:30 AM,TA13/SV
TimeTable,1X21,Saturday,10:30 AM,LP104
TimeTable,1A21,Saturday,11:20 AM,UMA022L
TimeTable,1A61,Saturday,11:20 AM,UEN008L
TimeTable,1A73,Saturday,11:20 AM,UES013T
TimeTable,1A74,Saturday,11:20 AM,UMA022T
TimeTable,1A81,Saturday,11:20 AM,UES103P
TimeTable,1A82,Saturday,11:20 AM,UES103P
TimeTable,1A83,Saturday,11:20 AM,UES103P
TimeTable,1A84,Saturday,11:20 AM,UCB009P
TimeTable,1A85,Saturday,11:20 AM,UCB009P
TimeTable,1A91,Saturday,11:20 AM,UCB009L
TimeTable,1X14,Saturday,11:20 AM,UCB009P
TimeTable,1X21,Saturday,11:20 AM,UMA022L
TimeTable,1A21,Saturday,11:20 AM,LP101
TimeTable,1A61,Saturday,11:20 AM,LP102
TimeTable,1A73,Saturday,11:20 AM,E304
TimeTable,1A74,Saturday,11:20 AM,E304
TimeTable,1A81,Saturday,11:20 AM,PL-1
TimeTable,1A82,Saturday,11:20 AM,PL-2
TimeTable,1A83,Saturday,11:20 AM,PL-3
TimeTable,1A84,Saturday,11:20 AM,CBCL(G-114)
TimeTable,1A85,Saturday,11:20 AM,CBOL(G141)
TimeTable,1A91,Saturday,11:20 AM,LP103
TimeTable,1X14,Saturday,11:20 AM,CBTL(G253-A)
TimeTable,1X21,Saturday,11:20 AM,LP104
TimeTable,1A21,Saturday,12:10 PM,UES013L
TimeTable,1A61,Saturday,12:10 PM,UCB009L
TimeTable,1A73,Saturday,12:10 PM,UMA022T
TimeTable,1A74,Saturday,12:10 PM,UES013T
TimeTable,1A81,Saturday,12:10 PM,LAB
TimeTable,1A82,Saturday,12:10 PM,LAB
TimeTable,1A83,Saturday,12:10 PM,LAB
TimeTable,1A84,Saturday,12:10 PM,LAB
TimeTable,1A85,Saturday,12:10 PM,LAB
TimeTable,1A91,Saturday,12:10 PM,UES103L
TimeTable,1X14,Saturday,12:10 PM,LAB
TimeTable,1X21,Saturday,12:10 PM,UAI101 L
TimeTable,1A21,Saturday,12:10 PM,LP101
TimeTable,1A61,Saturday,12:10 PM,LP102
TimeTable,1A73,Saturday,12:10 PM,E303
TimeTable,1A74,Saturday,12:10 PM,E304
TimeTable,1A81,Saturday,12:10 PM,ANB-RA
TimeTable,1A82,Saturday,12:10 PM,SND
TimeTable,1A83,Saturday,12:10 PM,RCH-RA
TimeTable,1A84,Saturday,12:10 PM,MRP/F2
TimeTable,1A85,Saturday,12:10 PM,DPM/RF5
TimeTable,1A91,Saturday,12:10 PM,LP103
TimeTable,1X14,Saturday,12:10 PM,RKD/TA28
TimeTable,1X21,Saturday,12:10 PM,LP104
TimeTable,1A11,Saturday,1:00 PM,UMA022 L
TimeTable,1A51,Saturday,1:00 PM,UEN008L
TimeTable,1A11,Saturday,1:00 PM,LP101
TimeTable,1A51,Saturday,1:00 PM,LP102
TimeTable,1A11,Saturday,1:50 PM,UES103P
TimeTable,1A12,Saturday,1:50 PM,UES103P
TimeTable,1A13,Saturday,1:50 PM,UES103P
TimeTable,1A14,Saturday,1:50 PM,UES013T
TimeTable,1A15,Saturday,1:50 PM,UES013P
TimeTable,1A16,Saturday,1:50 PM,UES013P
TimeTable,1A31,Saturday,1:50 PM,UMA022L
TimeTable,1A41,Saturday,1:50 PM,UES013T
TimeTable,1A42,Saturday,1:50 PM,UMA022T
TimeTable,1A43,Saturday,1:50 PM,UES013P
TimeTable,1A44,Saturday,1:50 PM,UES013P
TimeTable,1A51,Saturday,1:50 PM,UMA022L
TimeTable,1X21,Saturday,1:50 PM,UCB009P
TimeTable,1X22,Saturday,1:50 PM,UCB009P
TimeTable,1X23,Saturday,1:50 PM,UCB009P
TimeTable,1A11,Saturday,1:50 PM,PL-1
TimeTable,1A12,Saturday,1:50 PM,PL-2
TimeTable,1A13,Saturday,1:50 PM,PL-3
TimeTable,1A14,Saturday,1:50 PM,E305
TimeTable,1A15,Saturday,1:50 PM,EI/C334
TimeTable,1A16,Saturday,1:50 PM,E2/C201
TimeTable,1A31,Saturday,1:50 PM,LP101
TimeTable,1A41,Saturday,1:50 PM,E303
TimeTable,1A42,Saturday,1:50 PM,E304
TimeTable,1A43,Saturday,1:50 PM,C334/E1
TimeTable,1A44,Saturday,1:50 PM,C201/E2
TimeTable,1A51,Saturday,1:50 PM,LP102
TimeTable,1X21,Saturday,1:50 PM,CBCL(G-114)
TimeTable,1X22,Saturday,1:50 PM,CBOL(G141)
TimeTable,1X23,Saturday,1:50 PM,CBTL(G253-A)
TimeTable,1A11,Saturday,2:40 PM,LAB
TimeTable,1A12,Saturday,2:40 PM,LAB
TimeTable,1A13,Saturday,2:40 PM,LAB
TimeTable,1A14,Saturday,2:40 PM,UMA022T
TimeTable,1A15,Saturday,2:40 PM,LAB
TimeTable,1A16,Saturday,2:40 PM,LAB
TimeTable,1A31,Saturday,2:40 PM,UES013L
TimeTable,1A41,Saturday,2:40 PM,UMA022T
TimeTable,1A42,Saturday,2:40 PM,UES013T
TimeTable,1A43,Saturday,2:40 PM,LAB
TimeTable,1A44,Saturday,2:40 PM,LAB
TimeTable,1A51,Saturday,2:40 PM,UCB009L
TimeTable,1X11,Saturday,2:40 PM,UES103L
TimeTable,1X21,Saturday,2:40 PM,LAB
TimeTable,1X22,Saturday,2:40 PM,LAB
TimeTable,1X23,Saturday,2:40 PM,LAB
TimeTable,1A11,Saturday,2:40 PM,HSP
TimeTable,1A12,Saturday,2:40 PM,SCS
TimeTable,1A13,Saturday,2:40 PM,ANS
TimeTable,1A14,Saturday,2:40 PM,E305
TimeTable,1A15,Saturday,2:40 PM,NIN/MSC
TimeTable,1A16,Saturday,2:40 PM,DM/SV
TimeTable,1A31,Saturday,2:40 PM,LP101
TimeTable,1A41,Saturday,2:40 PM,E303
TimeTable,1A42,Saturday,2:40 PM,E304
TimeTable,1A43,Saturday,2:40 PM,MSC/NIN
TimeTable,1A44,Saturday,2:40 PM,SV/DM
TimeTable,1A51,Saturday,2:40 PM,LP102
TimeTable,1X11,Saturday,2:40 PM,LP103
TimeTable,1X21,Saturday,2:40 PM,TA24/TA19
TimeTable,1X22,Saturday,2:40 PM,TA11/TA16
TimeTable,1X23,Saturday,2:40 PM,TA25/TA27
TimeTable,1A11,Saturday,3:30 PM,UES103 L
TimeTable,1A31,Saturday,3:30 PM,UES103P
TimeTable,1A32,Saturday,3:30 PM,UES103P
